"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,
"Tanzania","738","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","12.8020109513716","11.5038972265791","11.6215905888605","11.5937712600191","11.9628203334535","12.8825988878899","13.5887229242805","14.5891747531159","15.0375806276986","14.2342734583771","16.3863462701673","16.1664957635547","15.115243207336","15.0608639577513","15.5184121103115","15.5799689216583","15.0325467606725","14.3771351758546","13.9822148477813","14.8274213559617","15.4145508600384","14.674293842646","14.6786557119146","14.606367501097","13.9819111923666","14.4427755974456","14.8825800374968","14.9663997863631","14.9353333961048","14.9337071682059",
"Thailand","578","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","19.9536462463481","17.6294437617251","17.454740401666","17.5540045286704","19.0556711563783","18.9898118898039","20.2640627827907","20.4374130921684","21.7528026781667","20.6055745871899","20.2190007029498","20.0273586926396","19.5078626167452","20.9391529915339","21.2075428016505","21.3908187627498","22.1510749080046","21.3850890122389","22.314582965352","21.9191751884856","21.0967683930947","21.4209951300805","20.9974912504184","20.6022525056961","20.2887981678022","20.7858575857495","21.0696031024679","21.1787943192274","21.1787943192273","21.1787943192274",
"Turkey","186","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,,"32.3691733454814","29.6738150361897","30.8561202222928","30.4379232301692","31.3633208325508","33.3428927653909","31.5180280440424","31.5511131172817","32.0498739073593","32.4627591682912","32.4413254400292","32.3335810099077","32.4774119625585","31.6416206151484","31.9372871260505","32.5052227211335","31.1628498413591","30.7684289442924","30.0593888826227","28.7033604422008","27.9908163019646","28.715570903374","28.5533661569795","28.5626867567089","28.5760691923582","28.509304800006",
"Uganda","746","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,"13.2464704757961","13.4748264298866","14.6053230534019","15.2123895927357","14.6930594312764","15.4898438739513","15.9354319283744","14.3012241879288","13.0577765349447","12.4169388891417","10.9510013940308","10.1466012348585","10.7793380993484","11.1315992037637","10.7322834240758","10.112148660234","10.8245899843572","12.698549773121","12.4100053670841","12.7336303877704","13.1441225000284","13.4898273756619","13.3975763494448","14.4863410812446","14.7931498396219","14.9143280618119","15.4603893102827","16.4551692524758","17.4891803972399",
"Ukraine","926","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","35.4437143968639","34.3978625408588","30.8033566527658","32.2785017816179","33.6450874247696","36.0411301903571","37.9883881766705","37.2031304865569","41.9169984340376","43.2220411918818","41.6908237472725","43.9740528928536","42.351759333062","43.3781197132338","42.9387588067917","44.6653268492435","43.3252024641038","40.3139148507702","41.8836727069791","38.326042055158","39.2912718162609","39.5722473951541","39.3815388079112","39.9676831768881","36.7407603482805","36.0570684515428","35.7812624312156","35.7284116715968","35.6146232229224","35.5505801384435",
"United Kingdom","112","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","32.8506435513528","34.1152191984533","34.6611499665305","35.442558627612","35.0803557702866","34.0673469336205","34.0656812515324","35.0059470541398","35.4273896333051","35.6227124284109","35.8787518150684","35.8639466569011","34.5505656071341","35.5293528689119","36.1355451133368","36.0805482044901","36.4674982699895","35.6318384032704","35.750278307246","36.2865416160328","36.8423647629954","36.7792484050739","36.5579580957601","36.5806218540472","35.8405214972565","36.0424500635377","37.3510928317334","37.8168565940447","37.9202463624397","36.4784593348615",
"United States","111","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,,,"29.8877181103659","29.2740979971981","29.478875435606","30.8561338118903","31.6585309360433","31.6519184068259","30.5372078931066","28.2277226560207","28.7760076682963","29.0848223285987","29.1127307516019","31.2956758578004","31.3844014546449","31.6728121597109","31.2487609052639","30.8350591964681","30.1367978506515","30.0801928637601","30.5917941968292","31.1396836919477","32.4786956661485","32.6309424872242","32.3248668544642","32.1422305904427","32.4766902789216",
"Uzbekistan","927","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","29.7854785750912","32.0910519116544","30.7349198202708","29.1951860339731","27.33866669605","28.3126234788054","26.6662119172419","25.6650547276033","24.5480640131889","27.4369294883507","28.3878773157891","32.4558130586797","29.2946533821356","28.9667812055223","28.7616564460561","29.8143112997076","27.4071874188418","26.8103812334065","24.3248383510002","24.0722151059037","23.5566666470925","26.5958470340315","27.0359643167607","25.6178793082507","25.637744984025","25.7571096447222","26.0529915357179","26.403765594419","26.823957576134","27.3053576963184",
"Vietnam","582","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,"15.4564066257987","16.1829900190731","16.9998564895077","17.8923334775401","19.6375096651407","19.2910511108349","19.6715254635818","20.7344171163061","20.5579395360285","20.9328178865278","20.1504932959301","21.4696857225094","20.3228630540636","18.0041984652434","18.4929976783448","17.7382389315035","19.1903698994848","19.0667058323746","19.5652998778789","19.5472483699364","19.6418847969668","18.5349159092217","15.6490601415519","15.7925152437662","15.9956029453756","16.2331383298672","16.5026726925077","16.7720172038722",
"Yemen, Republic of","474","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","32.7220784625964","26.4991200134093","28.3085278314957","37.7759453788253","33.276196813551","30.2273633697851","31.1159173714066","32.0096431037375","34.9474100210659","38.5548990037672","33.1663460552352","36.7152783527879","25.003917651659","26.1450398885522","25.3332181004914","29.9028295464421","23.900181308959","23.6439942187798","10.680387863471","7.56130841643519","3.48790725564661","6.41693813966582","7.32175852295574","6.53636166989779","6.29960237712167","5.61087139578655","6.11926939943092","6.82401475610716","7.81251553974118","8.44891305157973",
"Zambia","754","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,,"22.0702466204916","23.0718120769218","21.9990265987244","20.7641067648525","20.079402362726","36.6042817609486","18.8860500719977","18.7895104190609","15.7499664709487","15.6336876930641","17.7436176543688","18.694528376964","17.6292086265468","18.8947671238586","18.7699665918685","18.2367471514484","17.4748688420726","19.4239007358911","20.413161265888","19.0287355249289","19.5893628406945","18.9912390136983","19.2550896141313","19.3689295264502","19.5826826068111","19.5480879214222",
"Emerging Market and Middle-Income Asia ","503","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","14.6159841981342","13.9747912918563","14.7716248768433","15.0833182010035","16.2835681072655","16.6936241088543","17.0814003492681","17.5214338872209","17.917823980764","18.4712926813041","19.2479205273025","21.6476566524443","21.9941990886584","22.4939375465809","24.4441938302019","25.3467813307996","25.3625074598217","25.5703378932459","26.1877277361217","25.5877953330441","25.2167651841886","25.7856762046225","25.308436797793","23.3531926808609","23.8539199375086","23.9611995607485","24.0588628469145","24.4855498113462","24.8825727561313","25.2700670105952",
"Emerging Market and Middle-Income Economies ","035","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","22.4598131961475","22.1846942231567","21.8930713862962","23.2816521306636","23.1299608857951","23.2434252130389","24.1265739275045","24.9716963670923","26.8082834181536","27.4582711774615","27.4399148095964","29.6360467214585","26.8621590359214","27.5273540674845","28.9266231868027","29.4405356045676","29.0272071799206","28.4417582966028","27.239636610562","26.6242442446622","26.702366953725","27.4861386404412","27.0469852931176","25.0749578075358","25.5047291863394","25.589905104309","25.6173234321083","25.8543036991795","26.073239513813","26.2903511683721",
"Euro Area","163","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","45.9765890948244","45.7200390238361","46.0838150906447","45.5684271240987","44.8773981363422","44.480116822929","44.3866643458566","44.0859261096315","44.3325308131836","44.7752599798041","44.9045519385055","44.6295002027576","44.66067477929","44.5501698435543","45.123031465201","46.2162418693713","46.8315459801483","46.763643799471","46.3899720441455","46.2113694933597","46.1605784435307","46.384242129572","46.2789921206295","46.4078814898794","46.1025947862947","45.9030320327688","45.7915190099756","45.6411963357932","45.4509279523704","45.3227800492354",
"G7","119","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,,"34.9940835294599","33.6305255262893","33.7139969766679","34.067227721805","34.8799113676707","35.6482545682493","36.0235316104158","35.5925141227024","34.1850338485256","34.0589478422939","34.6800189755124","34.7812839504471","36.2566156384104","36.4504090723079","36.2903709779831","36.0510800141787","35.9378299875467","35.8116031615002","35.5644805206252","35.9552567798539","36.0942618635013","36.816598800916","36.9976891948356","36.8601973521906","36.7765777998825","36.8251113481915",
"Advanced Economies","110","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","37.7964477405657","38.2072529437691","38.0559048142315","37.5426287834917","35.3283658914842","34.1811619047093","34.3978973929448","34.7613207238627","35.4747957746165","36.1401360640387","36.5200467934993","36.1319021595583","34.7661058296422","34.5651394929154","35.1427658948224","35.2645353852001","36.462899991723","36.4969182239363","36.1383152483397","36.0067470266359","35.9354253649713","35.9126870135297","35.670679145629","35.9283727507717","35.9782635998392","36.494208534857","36.6320725509565","36.5088627943272","36.4004993475394","36.4189469799482",
"Emerging Market and Middle-Income Europe ","EMEUR","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,"35.3983029328247","34.3611765987077","35.4284199855213","35.0288058149123","34.8370069568052","34.4938514694421","36.2007136740357","36.7413084180081","36.7349793212781","36.7044105204208","34.2029695962048","34.1483116625186","35.2088919680403","35.133189939726","34.4398105503281","34.3816595779398","33.4196137464577","33.7876908440409","33.7921291730339","35.2017961551701","35.1410573653748","34.6414031323786","34.8007747275899","34.887085960904","34.7439139533529","34.5780244414844","34.3608107205646","34.1278865150432",
"Emerging Market and Middle-Income Latin America ","EMFLAT","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","25.6395102914097","24.8329100855936","24.0467945581778","23.6192564038257","23.4050204769446","23.8541769045205","25.6008319174794","26.132839072514","27.55086126144","28.2376954473301","28.6121715047497","30.6646494790114","28.5062588816036","29.8923086238297","30.2815668093332","30.0912306988929","29.7591722214704","28.9411505227955","26.3492806484694","26.8095883255654","27.1744572840318","27.0828061850238","27.1637597208466","25.8857833642408","26.6109206020276","26.4373370796312","26.5149490193568","26.6796059636509","26.7688684348258","26.8139897670823",
"Advanced G20","148","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,,"34.6466569839473","33.2908273673309","33.3955969743475","33.7100389360906","34.446192549892","35.1613831633185","35.5241719258739","35.1257941424606","33.7717086728415","33.5329909440988","34.1041315281635","34.2551143018324","35.5908546031016","35.7384578502348","35.6059398061483","35.4317296406283","35.3344975501084","35.278758851748","35.0414769914338","35.4471406168415","35.5345678328541","36.1751429197651","36.3484415210394","36.2236732037596","36.1469136923808","36.1939175444418",
"Emerging G20","149","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","20.3652538376843","20.9093183930088","19.8955911509961","21.336855025591","21.5889902847758","21.6554637474424","22.6942690843946","23.57786212715","25.1285098041869","25.756681220203","25.9045083891137","28.4097248166159","26.0583805661026","26.9662763877764","28.5520972129554","28.941959966115","28.5663988687948","28.116509868917","27.350006738448","27.1384936003814","26.9371451129781","27.4709905408415","27.1191181893451","25.1749282336976","25.6462891688429","25.6411651258037","25.6517120501623","25.9652642702116","26.2559467650476","26.5366193201102",
"Low-Income Developing Asia ","230","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,"12.5880663274549","12.1602663506142","12.6254698188","12.8654959338044","13.4657899785905","14.1180145152329","14.0618325686638","14.6843221940034","15.641022959545","15.5997205953016","16.1120212028174","15.3973842076568","16.3363189578892","15.9140656111806","16.1598547719249","16.9683907282327","16.7461916027049","16.4777098318002","16.0446585689883","16.108318638053","16.0770401672454","16.0296843743857","15.2213963163884","13.9887210932952","14.1904003009614","14.3874117080886","14.5519270810994","14.7621810471571","14.9129214630533",
"Low-Income Developing Latin America","231","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","12.643604980752","13.9331107668491","14.5127789023781","16.6977060298449","15.6166536674906","16.1523774730665","17.4251615518108","17.9449789130104","18.5789821742331","18.6095048188087","19.0991253688312","19.5959741666437","18.2662372787404","19.0537252695615","19.7921016628432","20.2018330485478","19.738263399087","19.9360446528542","20.5944212009061","21.7623145776678","21.4088380564081","20.9440897020721","21.2134363233688","19.6973165203666","19.4811348058455","20.3036562624805","20.8601150598517","21.0280866319458","21.2170218913494","21.2923972287597",
"Low-Income Oil Producers","235","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","15.9430714275105","11.3709546240986","20.0651513368409","29.6685415192162","28.3087929295294","21.8742591988092","22.2060707608123","24.3763608113236","23.849274249254","23.0397358374109","18.900034593739","22.3202554252546","12.0725001547089","14.6089310451804","19.4919383360286","16.9010825625222","13.5657192998136","12.8245521235851","8.15046918925729","6.0948131126983","7.15980740232941","9.2110639823369","8.58309210727127","7.18460665193731","7.93145101286236","7.66162742731252","7.25410721178361","7.27459429897166","7.19323410691798","7.11545960534611",
"Low-Income Developing Others ","234","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","23.9769946065549","23.1991208751365","23.328897391454","24.1459501520666","21.4466171954782","19.7991815392747","21.0466803593394","22.4498531700075","23.3368212010082","24.6705299702658","23.454503867729","26.5965247022755","22.6021701237843","23.4420837962836","23.0883232509922","24.1952810642178","21.9449093047108","21.4605255293732","18.1924025430796","17.3597513242729","17.4070613582658","20.7569754192651","20.5474654488977","19.4254736261629","19.7645606931118","20.5116689045209","20.9760034843946","21.2733924132191","21.488458459198","21.8049750043774",
"Low-Income Developing Sub-Saharan Africa","232","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","13.0888413941076","10.8241168688392","13.0216021471061","17.0001407336719","17.9257171595224","15.7035735778731","16.2962693306429","18.0478745528184","17.9991611165039","20.2525615904625","16.4374935159925","18.0138977671801","13.2326951804578","14.6649688356888","17.4925063538876","16.0798159304067","14.5452546826142","14.3324475843975","12.3969348204374","11.7567735781009","12.7471835324461","13.4030224591772","13.0442294554486","12.2317982667317","12.6609752565883","12.6578946144072","12.616345743588","12.773923675194","12.8243647672972","12.7936973404127",
"Argentina","213","Cyclically adjusted balance (% of potential GDP)","GGCB_G01_PGDP_PT","Value","-2.61250936223487","-3.26958405180072","-4.49582060008293","-4.36725281475348","-5.58671306209291","0.416384220743706","2.69058239460985","4.3334121991181","3.22135804031071","1.21526874310217","-0.556529559397195","-0.770189554424383","0.319689387319421","-1.32707668354904","-3.74434914196702","-2.93971844500144","-3.61465978981135","-3.43198591256607","-6.20356497808476","-5.98550441192549","-7.17938095154407","-4.99028470466144","-3.37815930688574","-5.44161660400813","-5.6503134259312","-3.54280314233588","-2.77592111162717","-2.23219473943357","-1.92664351116834","-1.33959451841127",
"Argentina","213","Cyclically adjusted primary balance (% of potential GDP)","GGCBP_G01_PGDP_PT","Value","-0.388957931369375","-0.705121919720469","-1.27238577077636","-0.50337224670768","-1.33650603164897","2.39588807420386","4.38373240151738","5.56541010699657","5.04131902793526","2.87826201728826","1.31690015041499","0.795818224710312","1.57806389430406","-0.472879956651116","-2.55288239864186","-1.62075971395173","-2.99463150605878","-2.69577900832423","-4.61248680806551","-4.1241399998149","-4.68353162305317","-1.83188926958171","0.507235543894769","-3.20910332984852","-3.78231427132458","-1.96961678771298","-0.945003469830259","-0.0715831736425408","0.951640940617121","1.90464426342759",
"Australia","193","Cyclically adjusted primary balance (% of potential GDP)","GGCBP_G01_PGDP_PT","Value","1.83940148521898","1.58884225435872","1.93067217632435","2.01377397503245","0.852705330836577","0.963920889558281","1.31895977857818","1.23853202650944","1.51842138933429","1.38332622613689","1.00707914411602","-1.43021848129647","-4.4680975042762","-4.89371513992699","-4.05540970982474","-2.81719202103199","-1.98402232867712","-1.89830329588007","-1.66165616077693","-1.353431699859","-0.729316602978812","-0.310761732071043","-3.26713049390141","-7.03860852146418","-7.07649345960539","-4.54146218623444","-2.28211197070514","-1.39163148075759","-0.886927605827797","-0.440526327603022",
"Austria","122","Cyclically adjusted primary balance (% of potential GDP)","GGCBP_G01_PGDP_PT","Value","0.920015402301995","-0.0611463482549212","-0.457188113698818","-0.271974445189866","1.61446779841665","0.388271730409771","1.88501893559384","-2.12786891487521","0.123162058578884","-0.770719806991187","-0.654841133720095","-0.841917587106337","-2.379582024093","-1.88799332853836","-1.06710095992748","-0.413697569251551","0.385007999341951","-0.192718109639139","1.37651746499705","0.421945242535863","0.452960920242772","-0.00157660456635863","-0.156728633861568","-5.31573605287085","-4.33006838870362","-2.01068278975005","-1.00642396331482","-0.205475544381861","-0.524513741934745","-0.55596259333808",
"Belgium","124","Cyclically adjusted primary balance (% of potential GDP)","GGCBP_G01_PGDP_PT","Value","5.30598540593228","6.2628107301425","5.69508151424419","5.56051369764591","6.06786386242313","5.37353352857615","3.62215941113708","4.28816060099542","1.34184304256669","3.83095747552974","2.80681522236031","1.96321162619422","-1.0388927888791","-0.594466758579076","-1.04258079097192","-0.716652862238129","0.675305357436868","0.612842411519929","0.693589624945623","0.591210065780246","1.84308101428514","1.22620099257241","-0.265659996250638","-5.7109563450224","-4.81807710809629","-3.18330228337556","-3.64873312325669","-3.94759974401526","-3.96983525267115","-4.23471004292864",
"Brazil","223","Cyclically adjusted primary balance (% of potential GDP)","GGCBP_G01_PGDP_PT","Value","5.15725191082266","7.10216481531642","8.03206989407686","3.18746913406367","3.76432342957335","-2.26400921399121","4.48802923027794","4.30510905880613","4.52797970722756","3.87443929701568","3.31756380579809","3.43294544042042","2.61204849788788","0.544155941686349","1.81873634495396","0.869837199560645","0.342307460060956","-2.13851265917987","-1.96178852580638","-1.40948172713867","-0.880703427530603","-1.10438701410429","-0.5204522936819","-8.04968230807129","-1.34090370432242","-0.525420313580018","-0.238161196562045","0.270573934148268","0.720438839984639","1.20657023367757",
"Canada","156","Cyclically adjusted primary balance (% of potential GDP)","GGCBP_G01_PGDP_PT","Value","4.96633486797301","4.97951245836451","5.43260356764903","4.78758791333656","3.12852055884369","2.07087385215979","1.86251898561932","2.28025887085701","2.20620229140503","1.83028743383866","1.66091367552983","-0.0284974330682339","-1.43340270876326","-3.17344893112114","-2.55801324428704","-1.65977735657316","-1.00970609713408","0.0633502805299102","0.644558610882426","0.506140497546979","-0.0728210265280167","0.12135822506023","0.418399577114995","-8.92796147690319","-6.63316944597927","-2.49371607654781","-0.611837946894312","0.199378428541731","0.685306982339888","0.868313724587692",
"Chile","228","Cyclically adjusted primary balance (% of potential GDP)","GGCBP_G01_PGDP_PT","Value",,,,,,"0.824605549543418","1.35632000574061","1.56162477979365","1.55822211084783","1.54895353658883","0.865307877683542","-1.364574718497","-3.0672132357269","-1.85405395956553","-0.906279541612975","-0.261488375657443","-0.438504613089735","-0.354649886549991","0.681515268270661","-0.674449544013537","-1.62634609270107","-1.12716217339281","-1.3362028951599","-2.00985713747479","-10.2580887804106","-3.39300222726119","-2.26753943123085","-1.20729250140147","-0.117004847004801","-0.124803612890257",
"China, P.R.: Hong Kong","532","Cyclically adjusted primary balance (% of potential GDP)","GGCBP_G01_PGDP_PT","Value",,,,,,,,,,"1.24479156401487","4.52902155637571","-3.36216591167508","1.06264741021262","2.51749914882744","1.50413144336427","1.42451884667858","-0.670350692992877","3.59417020023358","0.672958562462812","3.88113507019214","4.67843376962543","0.936267637127865","-1.3024500603747","-7.54292094195347","-5.68081119253755","-4.01550039851301","-2.95230172530122","-2.31575352575692","-2.11369244943519","-2.12321146190068",
"China, P.R.: Mainland","924","Cyclically adjusted primary balance (% of potential GDP)","GGCBP_G01_PGDP_PT","Value","-0.117635958567298","-0.0913087701965728","-1.26360566318511","-1.51777116526184","-0.964452177762111","-1.28671744939833","-0.710534138043446","-0.0478289584396833","-0.112757310778131","-0.221978565316809","0.261752183520537","0.0848011705434191","-1.01228506851275","-0.438737972147804","-0.0129555713703831","0.133748409726023","-0.408084392787527","-0.357633987726301","-1.96097803133569","-2.74521706259782","-2.87148714924203","-3.6634971116389","-5.09419041812925","-8.58670532145803","-6.04169503374086","-5.53048962222284","-5.00469622986229","-4.55426164219233","-3.96882069970681","-3.48575183975687",
"Colombia","233","Cyclically adjusted primary balance (% of potential GDP)","GGCBP_G01_PGDP_PT","Value",,,,,"1.25658155198581","0.580752490339856","1.63331824327462","1.59905051613582","2.33284695334412","1.54708678532299","1.14095858060287","1.84912800544438","-0.522536550358056","-0.778201960746361","-0.128283888186184","1.73609595409571","0.482582410616577","-0.756536437036615","-2.08221520459259","-0.620591894661525","-0.326709874307608","-1.91248526670235","0.391657676586058","-2.43750896539617","-5.1958240935957","-3.33246470219281","-1.25194992941086","0.289254644335205","0.589384374838621","1.07478641089504",
"Czech Republic","935","Cyclically adjusted primary balance (% of potential GDP)","GGCBP_G01_PGDP_PT","Value","-3.23431956220134","-3.089099830565","-1.57259532824118","-2.80708937749494","-4.76373867123819","-4.69181688680697","-5.17835684004212","-1.14664124324038","-2.94252455113509","-3.3856374829754","-2.70238894516292","-3.89411075588467","-4.32774280674395","-3.11577150568157","-1.57260733432014","-1.71370651493567","1.39422896858975","0.440719905999463","0.508970773859081","1.52882075750965","1.47437978696228","0.759234115699675","-0.243262468449271","-4.78728457855498","-6.69954984061564","-4.22116037251568","-3.69287178553277","-3.10970606429351","-2.59760268267308","-2.15787429316298",
"Denmark","128","Cyclically adjusted primary balance (% of potential GDP)","GGCBP_G01_PGDP_PT","Value","1.96870270415111","2.62586712209137","2.50065536960721","2.33832213446502","2.25458896024121","3.01098695537224","2.48127632570615","3.56865442412106","5.46763324460179","3.2061399141463","2.94977752401776","1.65155550635789","-0.100725838603466","-0.914830857253889","-0.572976000357932","-1.48396060139312","0.800791429988353","2.94901070531446","0.199922645281373","0.0994683755569609","0.630520329976215","-0.777793198945775","2.4106223426374","0.50732322115035","-1.94332195886033","-0.567495556110291","-0.774058976431093","-0.678871768248578","-0.443674432547773","-0.239948955407186",
"Egypt","469","Cyclically adjusted primary balance (% of potential GDP)","GGCBP_G01_PGDP_PT","Value",,,,,,,,,,,"-2.88708252341998","-4.12544689615899","-3.98034903289521","-4.13679942588657","-4.71732369927592","-4.86484532580266","-6.14990353200801","-4.53593265046181","-4.61392488036473","-3.89467435899921","-2.7417968690213","-0.503346031093073","1.61701015247878","2.14599926095586","1.08219335249304","1.4710063926264","1.94692154692719","1.93453343312668","1.85774531101196","1.74388887000212",
